52.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
12:08:57.0 (17892027)|STATEMENT_EXECUTE|[4]
12:08:57.0 (17897435)|STATEMENT_EXECUTE|[4]
12:08:57.0 (17911377)|HEAP_ALLOCATE|[5]|Bytes:5
12:08:57.0 (17918087)|STATEMENT_EXECUTE|[5]
12:08:57.0 (17921679)|HEAP_ALLOCATE|[5]|Bytes:6
12:08:57.0 (19283570)|VARIABLE_ASSIGNMENT|[5]|QPriceIntegration.Constant|{"API_Name__c":"Univar","Client_Secret__c":"7f2709fd-d57c-47fa-a (16 more) ...","IsProtected":true,"Label":"Univar","Client_Id__c":"ad6c6cbc-d11a-4e38-8 (16 more) ...","MasterLabel":"Univar","EndPointURLPrefix__c":"https://api-dev.univ (39 more) ...","Language":"en_US","ManageableState":"U","QualifiedApiName":"Univar","Id":"m097E0000002pVh","DeveloperName":"Univar","EndPointShort__c":"https://api-dev.univ (16 more) ..."}|0x3b295482
12:08:57.0 (19304304)|STATEMENT_EXECUTE|[7]
12:08:57.0 (19310828)|HEAP_ALLOCATE|[7]|Bytes:29
12:08:57.0 (19329091)|VARIABLE_ASSIGNMENT|[7]|QPriceIntegration.grantType|"grant_type=client_cr (9 more) ..."
12:08:57.0 (19335392)|STATEMENT_EXECUTE|[10]
12:08:57.0 (19338756)|HEAP_ALLOCATE|[10]|Bytes:10
12:08:57.0 (19391446)|HEAP_ALLOCATE|[10]|Bytes:46
12:08:57.0 (19404679)|VARIABLE_ASSIGNMENT|[10]|QPriceIntegration.clientId|"client_id=ad6c6cbc-d (26 more) ..."
12:08:57.0 (19410364)|STATEMENT_EXECUTE|[13]
12:08:57.0 (19413678)|HEAP_ALLOCATE|[13]|Bytes:14
12:08:57.0 (19427883)|HEAP_ALLOCATE|[13]|Bytes:50
12:08:57.0 (19438919)|VARIABLE_ASSIGNMENT|[13]|QPriceIntegration.clientSecret|"client_secret=7f2709 (30 more) ..."
12:08:57.0 (19444487)|STATEMENT_EXECUTE|[14]
12:08:57.0 (19447509)|HEAP_ALLOCATE|[14]|Bytes:11
12:08:57.0 (19457692)|VARIABLE_ASSIGNMENT|[14]|QPriceIntegration.type|"type=OAuth2"
12:08:57.0 (19463044)|STATEMENT_EXECUTE|[15]
12:08:57.0 (19478660)|VARIABLE_ASSIGNMENT|[15]|QPriceIntegration.EndPointURLPrefix|"https://api-dev.univ (39 more) ..."
12:08:57.0 (19483753)|STATEMENT_EXECUTE|[16]
12:08:57.0 (19486915)|HEAP_ALLOCATE|[16]|Bytes:28
12:08:57.0 (19497194)|VARIABLE_ASSIGNMENT|[16]|QPriceIntegration.sandboxEmail|"jim.bell@univarsolut (8 more) ..."
12:08:57.0 (19502323)|STATEMENT_EXECUTE|[256]
12:08:57.0 (19505205)|STATEMENT_EXECUTE|[267]
12:08:57.0 (19507795)|STATEMENT_EXECUTE|[278]
12:08:57.0 (19510592)|STATEMENT_EXECUTE|[316]
12:08:57.0 (19523687)|METHOD_EXIT|[4]|QPriceIntegration
12:08:57.0 (19552878)|METHOD_ENTRY|[24]|01p7E00000BfSOl|QPriceIntegration.callQForLivePrices(String, String, String, String, String)
12:08:57.0 (19577499)|VARIABLE_SCOPE_BEGIN|[119]|customerAccountCode|String|false|false
12:08:57.0 (19591604)|VARIABLE_ASSIGNMENT|[119]|customerAccountCode|"12298913"
12:08:57.0 (19597435)|VARIABLE_SCOPE_BEGIN|[119]|salesOrg|String|false|false
12:08:57.0 (19607061)|VARIABLE_ASSIGNMENT|[119]|salesOrg|"F001"
12:08:57.0 (19612367)|VARIABLE_SCOPE_BEGIN|[119]|materialGroupCode|String|false|false
12:08:57.0 (19621666)|VARIABLE_ASSIGNMENT|[119]|materialGroupCode|"311407"
12:08:57.0 (19626698)|VARIABLE_SCOPE_BEGIN|[119]|bulkFlag|String|false|false
12:08:57.0 (19636166)|VARIABLE_ASSIGNMENT|[119]|bulkFlag|"A"
12:08:57.0 (19641143)|VARIABLE_SCOPE_BEGIN|[119]|lotSizeInKG|String|false|false
12:08:57.0 (19661238)|VARIABLE_ASSIGNMENT|[119]|lotSizeInKG|"10.25"
12:08:57.0 (19677906)|HEAP_ALLOCATE|[123]|Bytes:5
12:08:57.0 (19683592)|STATEMENT_EXECUTE|[120]
12:08:57.0 (19737412)|STATEMENT_EXECUTE|[123]
12:08:57.0 (19757747)|STATEMENT_EXECUTE|[127]
12:08:57.0 (19776165)|STATEMENT_EXECUTE|[131]
12:08:57.0 (19793430)|STATEMENT_EXECUTE|[135]
12:08:57.0 (19820278)|STATEMENT_EXECUTE|[139]
12:08:57.0 (19823061)|STATEMENT_EXECUTE|[143]
12:08:57.0 (19831299)|METHOD_ENTRY|[143]|01p7E00000BfSOl|QPriceIntegration.getOAuth()
12:08:57.0 (19845759)|HEAP_ALLOCATE|[230]|Bytes:5
12:08:57.0 (19850995)|STATEMENT_EXECUTE|[229]
12:08:57.0 (19853637)|STATEMENT_EXECUTE|[230]
12:08:57.0 (19857936)|HEAP_ALLOCATE|[230]|Bytes:1
12:08:57.0 (19871039)|HEAP_ALLOCATE|[230]|Bytes:128
12:08:57.0 (19878829)|HEAP_ALLOCATE|[230]|Bytes:139
12:08:57.0 (19884774)|VARIABLE_SCOPE_BEGIN|[230]|body|String|false|false
12:08:57.0 (19899885)|VARIABLE_ASSIGNMENT|[230]|body|"grant_type=client_cr (119 more) ..."
12:08:57.0 (19905611)|STATEMENT_EXECUTE|[232]
12:08:57.0 (19932753)|VARIABLE_SCOPE_BEGIN|[232]|req|System.HttpRequest|true|false
12:08:57.0 (20206276)|VARIABLE_ASSIGNMENT|[232]|req|"System.HttpRequest[Endpoint=null, Method=null]"|0x30d6192f
12:08:57.0 (20217426)|STATEMENT_EXECUTE|[233]
12:08:57.0 (20222818)|HEAP_ALLOCATE|[233]|Bytes:57
12:08:57.0 (20284414)|STATEMENT_EXECUTE|[234]
12:08:57.0 (20287814)|HEAP_ALLOCATE|[234]|Bytes:3
12:08:57.0 (20308757)|STATEMENT_EXECUTE|[235]
12:08:57.0 (20331851)|STATEMENT_EXECUTE|[236]
12:08:57.0 (20350343)|STATEMENT_EXECUTE|[238]
12:08:57.0 (20431425)|CALLOUT_REQUEST|[238]|System.HttpRequest[Endpoint=https://api-dev.univarsolutions.com/oauth2/getAccessToken, Method=GET]
12:08:57.0 (444474272)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:225
12:08:57.0 (452552087)|CALLOUT_RESPONSE|[238]|System.HttpResponse[Status=OK, StatusCode=200]
12:08:57.0 (452583131)|HEAP_ALLOCATE|[238]|Bytes:116
12:08:57.0 (452618062)|VARIABLE_SCOPE_BEGIN|[238]|res|System.HttpResponse|true|false
12:08:57.0 (452700927)|VARIABLE_ASSIGNMENT|[238]|res|"System.HttpResponse[Status=OK, StatusCode=200]"|0x6e199390
12:08:57.0 (452713630)|STATEMENT_EXECUTE|[240]
12:08:57.0 (452776263)|HEAP_ALLOCATE|[240]|Bytes:110
12:08:57.0 (452811866)|USER_DEBUG|[240]|DEBUG|{"access_token":"0f9166db6eb74171b115c1b28883c700","token_type":"Bearer","expires_in":3600,"scope":"External"}
12:08:57.0 (452824690)|STATEMENT_EXECUTE|[241]
12:08:57.0 (452841405)|HEAP_ALLOCATE|[241]|Bytes:2
12:08:57.0 (452853580)|USER_DEBUG|[241]|DEBUG|OK
12:08:57.0 (452862408)|STATEMENT_EXECUTE|[242]
12:08:57.0 (452868363)|VARIABLE_SCOPE_BEGIN|[242]|AuthCode|String|false|false
12:08:57.0 (452882548)|VARIABLE_ASSIGNMENT|[242]|AuthCode|null
12:08:57.0 (452904282)|STATEMENT_EXECUTE|[244]
12:08:57.0 (452907069)|STATEMENT_EXECUTE|[245]
12:08:57.0 (452989677)|HEAP_ALLOCATE|[245]|Bytes:3
12:08:57.0 (453003809)|HEAP_ALLOCATE|[245]|Bytes:20
12:08:57.0 (453020363)|CONSTRUCTOR_ENTRY|[245]|01p7E00000BfSOl|<init>()|QPriceIntegration.QPricingAuth
12:08:57.0 (453041996)|VARIABLE_SCOPE_BEGIN|[256]|this|QPriceIntegration.QPricingAuth|true|false
12:08:57.0 (453092742)|VARIABLE_ASSIGNMENT|[256]|this|{}|0x4cd77230
12:08:57.0 (453102952)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
12:08:57.0 (458371728)|STATEMENT_EXECUTE|[256]
12:08:57.0 (458385218)|STATEMENT_EXECUTE|[257]
12:08:57.0 (458390472)|STATEMENT_EXECUTE|[258]
12:08:57.0 (458394099)|STATEMENT_EXECUTE|[259]
12:08:57.0 (458397915)|STATEMENT_EXECUTE|[260]
12:08:57.0 (458412660)|CONSTRUCTOR_EXIT|[245]|01p7E00000BfSOl|<init>()|QPriceIntegration.QPricingAuth
12:08:57.0 (458443815)|VARIABLE_SCOPE_BEGIN|[245]|auth|QPriceIntegration.QPricingAuth|true|false
12:08:57.0 (458509196)|VARIABLE_ASSIGNMENT|[245]|auth|{}|0x4cd77230
12:08:57.0 (458518142)|STATEMENT_EXECUTE|[247]
12:08:57.0 (458582282)|HEAP_ALLOCATE|[247]|Bytes:110
12:08:57.0 (458617863)|METHOD_ENTRY|[247]|01p7E00000BfSOl|QPriceIntegration.QPricingAuth.parse(String)
12:08:57.0 (458628585)|VARIABLE_SCOPE_BEGIN|[262]|this|QPriceIntegration.QPricingAuth|true|false
12:08:57.0 (458651588)|VARIABLE_ASSIGNMENT|[262]|this|{}|0x4cd77230
12:08:57.0 (458658218)|VARIABLE_SCOPE_BEGIN|[262]|json|String|false|false
12:08:57.0 (458675725)|VARIABLE_ASSIGNMENT|[262]|json|"{\"access_token\":\"0f9 (90 more) ..."
12:08:57.0 (458685236)|STATEMENT_EXECUTE|[262]
12:08:57.0 (458688095)|STATEMENT_EXECUTE|[263]
12:08:57.0 (458693154)|HEAP_ALLOCATE|[263]|Bytes:30
12:08:57.0 (458823924)|HEAP_ALLOCATE|[263]|Bytes:30
12:08:57.0 (458840949)|SYSTEM_METHOD_ENTRY|[1]|Type.Type()
12:08:57.0 (458846181)|STATEMENT_EXECUTE|[1]
12:08:57.0 (458854025)|SYSTEM_METHOD_EXIT|[1]|Type
12:08:57.0 (458861868)|HEAP_ALLOCATE|[263]|Bytes:8
12:08:57.0 (458884515)|HEAP_ALLOCATE|[263]|Bytes:8
12:08:57.0 (458890526)|VARIABLE_SCOPE_BEGIN|[4]|this|System.Type|true|false
12:08:57.0 (458913496)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x4cc11037
12:08:57.0 (458920203)|VARIABLE_SCOPE_BEGIN|[4]|apextype|java:common.apex.runtime.ApexObjectType|true|false
12:08:57.0 (459037053)|VARIABLE_ASSIGNMENT|[4]|apextype|"QPriceIntegration.QPricingAuth"|0x715298ef
12:08:57.0 (459078523)|HEAP_ALLOCATE|[263]|Bytes:8
12:08:57.0 (459113964)|HEAP_ALLOCATE|[263]|Bytes:24
12:08:57.0 (459125975)|SYSTEM_METHOD_ENTRY|[1]|JSON.JSON()
12:08:57.0 (459134873)|STATEMENT_EXECUTE|[1]
12:08:57.0 (459141915)|SYSTEM_METHOD_EXIT|[1]|JSON
12:08:57.0 (459159431)|METHOD_ENTRY|[263]||System.JSON.deserialize(String, System.Type)
12:08:57.0 (459428894)|METHOD_EXIT|[263]||System.JSON.deserialize(String, System.Type)
12:08:57.0 (459441432)|METHOD_EXIT|[247]|01p7E00000BfSOl|QPriceIntegration.QPricingAuth.parse(String)
12:08:57.0 (459480323)|VARIABLE_ASSIGNMENT|[247]|auth|{"access_token":"0f9166db6eb74171b115 (12 more) ...","expires_in":3600,"scope":"External","token_type":"Bearer"}|0x23529adb
12:08:57.0 (459490290)|STATEMENT_EXECUTE|[248]
12:08:57.0 (459563366)|USER_DEBUG|[248]|DEBUG|QPricingAuth:[access_token=0f9166db6eb74171b115c1b28883c700, expires_in=3600, scope=External, token_type=Bearer]
12:08:57.0 (459576134)|STATEMENT_EXECUTE|[249]
12:08:57.0 (459599148)|VARIABLE_ASSIGNMENT|[249]|AuthCode|"0f9166db6eb74171b115 (12 more) ..."
12:08:57.0 (459606065)|STATEMENT_EXECUTE|[252]
12:08:57.0 (459615782)|METHOD_EXIT|[143]|01p7E00000BfSOl|QPriceIntegration.getOAuth()
12:08:57.0 (459624226)|VARIABLE_SCOPE_BEGIN|[143]|oAuth|String|false|false
12:08:57.0 (459636890)|VARIABLE_ASSIGNMENT|[143]|oAuth|"0f9166db6eb74171b115 (12 more) ..."
12:08:57.0 (459642167)|STATEMENT_EXECUTE|[145]
12:08:57.0 (459662567)|VARIABLE_SCOPE_BEGIN|[145]|req|System.HttpRequest|true|false
12:08:57.0 (459774443)|VARIABLE_ASSIGNMENT|[145]|req|"System.HttpRequest[Endpoint=null, Method=null]"|0x2c3e0751
12:08:57.0 (459783164)|STATEMENT_EXECUTE|[146]
12:08:57.0 (459791486)|HEAP_ALLOCATE|[146]|Bytes:9
12:08:57.0 (459810761)|HEAP_ALLOCATE|[146]|Bytes:68
12:08:57.0 (459817420)|VARIABLE_SCOPE_BEGIN|[146]|endPoint|String|false|false
12:08:57.0 (459830400)|VARIABLE_ASSIGNMENT|[146]|endPoint|"https://api-dev.univ (48 more) ..."
12:08:57.0 (459836030)|STATEMENT_EXECUTE|[148]
12:08:57.0 (459839744)|HEAP_ALLOCATE|[148]|Bytes:1
12:08:57.0 (459851063)|HEAP_ALLOCATE|[149]|Bytes:12
12:08:57.0 (459861237)|HEAP_ALLOCATE|[148]|Bytes:99
12:08:57.0 (459874518)|HEAP_ALLOCATE|[148]|Bytes:8
12:08:57.0 (459880275)|HEAP_ALLOCATE|[148]|Bytes:107
12:08:57.0 (459927539)|STATEMENT_EXECUTE|[151]
12:08:57.0 (459953150)|METHOD_ENTRY|[153]|01p7E00000BfSOl|QPriceIntegration.IsProductionOrg()
12:08:57.0 (459974331)|HEAP_ALLOCATE|[313]|Bytes:5
12:08:57.0 (459979672)|STATEMENT_EXECUTE|[312]
12:08:57.0 (459982511)|STATEMENT_EXECUTE|[313]
12:08:57.0 (459985745)|HEAP_ALLOCATE|[313]|Bytes:54
12:08:57.0 (460003867)|HEAP_ALLOCATE|[313]|Bytes:4
12:08:57.0 (460044263)|HEAP_ALLOCATE|[313]|Bytes:97
12:08:57.0 (460054580)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
12:08:57.0 (460059087)|STATEMENT_EXECUTE|[1]
12:08:57.0 (460065392)|SYSTEM_METHOD_EXIT|[1]|UserInfo
12:08:57.0 (460074391)|METHOD_ENTRY|[313]||System.UserInfo.getOrganizationId()
12:08:57.0 (460101773)|METHOD_EXIT|[313]||System.UserInfo.getOrganizationId()
12:08:57.0 (466618366)|SOQL_EXECUTE_BEGIN|[313]|Aggregations:0|SELECT IsSandbox FROM Organization WHERE Id = :tmpVar1
12:08:57.0 (471207623)|SOQL_EXECUTE_END|[313]|Rows:1
12:08:57.0 (471252749)|HEAP_ALLOCATE|[313]|Bytes:8
12:08:57.0 (471299734)|HEAP_ALLOCATE|[313]|Bytes:46
12:08:57.0 (471416844)|HEAP_ALLOCATE|[313]|Bytes:8
12:08:57.0 (471446439)|HEAP_ALLOCATE|[313]|Bytes:38
12:08:57.0 (471542686)|HEAP_ALLOCATE|[313]|Bytes:12
12:08:57.0 (471566401)|VARIABLE_SCOPE_BEGIN|[313]|org|Organization|true|false
12:08:57.0 (471616497)|VARIABLE_ASSIGNMENT|[313]|org|{"IsSandbox":true,"Id":"00D7E000000GOTRUA4"}|0x8424749
12:08:57.0 (471632882)|STATEMENT_EXECUTE|[314]
12:08:57.0 (471683169)|HEAP_ALLOCATE|[314]|Bytes:5
12:08:57.0 (471710130)|METHOD_EXIT|[153]|01p7E00000BfSOl|QPriceIntegration.IsProductionOrg()
12:08:57.0 (471727635)|STATEMENT_EXECUTE|[155]
12:08:57.0 (471732627)|STATEMENT_EXECUTE|[156]
12:08:57.0 (471739661)|HEAP_ALLOCATE|[156]|Bytes:11
12:08:57.0 (471852305)|STATEMENT_EXECUTE|[158]
12:08:57.0 (471856920)|HEAP_ALLOCATE|[158]|Bytes:13
12:08:57.0 (471864031)|HEAP_ALLOCATE|[158]|Bytes:7
12:08:57.0 (471881607)|HEAP_ALLOCATE|[158]|Bytes:39
12:08:57.0 (471925510)|STATEMENT_EXECUTE|[159]
12:08:57.0 (471968367)|STATEMENT_EXECUTE|[161]
12:08:57.0 (472019218)|USER_DEBUG|[161]|DEBUG|System.HttpRequest[Endpoint=https://api-dev.univarsolutions.com/gateway/qpricing-pt/v1/customer/F001/12298913/calcprices/311407/A/10.25, Method=GET]
12:08:57.0 (472040796)|STATEMENT_EXECUTE|[163]
12:08:57.0 (472150412)|CALLOUT_REQUEST|[163]|System.HttpRequest[Endpoint=https://api-dev.univarsolutions.com/gateway/qpricing-pt/v1/customer/F001/12298913/calcprices/311407/A/10.25, Method=GET]
12:08:59.259 (2259748969)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:30812
12:08:59.259 (2260328777)|CALLOUT_RESPONSE|[163]|System.HttpResponse[Status=OK, StatusCode=200]
12:08:59.259 (2260352250)|HEAP_ALLOCATE|[163]|Bytes:30623
12:08:59.259 (2260380739)|VARIABLE_SCOPE_BEGIN|[163]|res|System.HttpResponse|true|false
12:08:59.259 (2260460874)|VARIABLE_ASSIGNMENT|[163]|res|"System.HttpResponse[Status=OK, StatusCode=200]"|0x2aa05a7
12:08:59.259 (2260473271)|STATEMENT_EXECUTE|[165]
12:08:59.259 (2260479564)|HEAP_ALLOCATE|[165]|Bytes:2
12:08:59.259 (2261862000)|HEAP_ALLOCATE|[165]|Bytes:30617
12:08:59.259 (2261885429)|HEAP_ALLOCATE|[165]|Bytes:30619
